Time,Aruco,x,y,z,ms,Lable
00:06.3,,,,,6333.333333,DO_NOT_USE
00:06.4,,,,,6366.666667,DO_NOT_USE
00:06.4,,,,,6400,DO_NOT_USE
00:06.4,,,,,6433.333333,DO_NOT_USE
00:06.5,,,,,6466.666667,DO_NOT_USE
00:06.5,,,,,6500,DO_NOT_USE
00:06.5,,,,,6533.333333,DO_NOT_USE
00:06.6,,,,,6566.666667,DO_NOT_USE
00:06.6,,,,,6600,DO_NOT_USE
00:06.6,,,,,6633.333333,DO_NOT_USE
00:06.7,,,,,6666.666667,DO_NOT_USE
00:06.7,,,,,6700,DO_NOT_USE
00:06.7,,,,,6733.333333,DO_NOT_USE
00:06.8,,,,,6766.666667,DO_NOT_USE
00:06.8,,,,,6800,DO_NOT_USE
00:06.8,,,,,6833.333333,DO_NOT_USE
00:06.9,,,,,6866.666667,DO_NOT_USE
00:06.9,,,,,6900,DO_NOT_USE
00:06.9,,,,,6933.333333,DO_NOT_USE
00:07.0,,,,,6966.666667,DO_NOT_USE
00:07.0,,,,,7000,DO_NOT_USE
00:07.0,,,,,7033.333333,DO_NOT_USE
00:07.1,,,,,7066.666667,DO_NOT_USE
00:07.1,,,,,7100,DO_NOT_USE
00:07.1,,,,,7133.333333,DO_NOT_USE
00:07.2,,,,,7166.666667,DO_NOT_USE
00:07.2,,,,,7200,DO_NOT_USE
00:07.2,,,,,7233.333333,DO_NOT_USE
00:07.3,,,,,7266.666667,DO_NOT_USE
00:07.3,,,,,7300,DO_NOT_USE
00:07.3,,,,,7333.333333,DO_NOT_USE
00:07.4,,,,,7366.666667,DO_NOT_USE
00:07.4,,,,,7400,DO_NOT_USE
00:07.4,,,,,7433.333333,DO_NOT_USE
00:07.5,,,,,7466.666667,DO_NOT_USE
00:07.5,,,,,7500,DO_NOT_USE
00:07.5,,,,,7533.333333,DO_NOT_USE
00:07.6,,,,,7566.666667,DO_NOT_USE
00:07.6,,,,,7600,DO_NOT_USE
00:07.6,,,,,7633.333333,DO_NOT_USE
00:07.7,,,,,7666.666667,DO_NOT_USE
00:07.7,,,,,7700,DO_NOT_USE
00:07.7,,,,,7733.333333,DO_NOT_USE
00:07.8,,,,,7766.666667,DO_NOT_USE
00:07.8,,,,,7800,DO_NOT_USE
00:07.8,,,,,7833.333333,DO_NOT_USE
00:07.9,,,,,7866.666667,DO_NOT_USE
00:07.9,,,,,7900,DO_NOT_USE
00:07.9,,,,,7933.333333,DO_NOT_USE
00:08.0,,,,,7966.666667,DO_NOT_USE
00:08.0,,,,,8000,DO_NOT_USE
00:08.0,,,,,8033.333333,DO_NOT_USE
00:08.1,,,,,8066.666667,DO_NOT_USE
00:08.1,,,,,8100,DO_NOT_USE
00:08.1,,,,,8133.333333,DO_NOT_USE
00:08.2,,,,,8166.666667,DO_NOT_USE
00:08.2,,,,,8200,DO_NOT_USE
00:08.2,,,,,8233.333333,DO_NOT_USE
00:08.3,,,,,8266.666667,DO_NOT_USE
00:08.3,,,,,8300,DO_NOT_USE
00:08.3,,,,,8333.333333,DO_NOT_USE
00:08.4,,,,,8366.666667,DO_NOT_USE
00:08.4,,,,,8400,DO_NOT_USE
00:08.4,,,,,8433.333333,DO_NOT_USE
00:08.5,,,,,8466.666667,DO_NOT_USE
00:08.5,,,,,8500,DO_NOT_USE
00:08.5,,,,,8533.333333,DO_NOT_USE
00:08.6,,,,,8566.666667,DO_NOT_USE
00:08.6,,,,,8600,DO_NOT_USE
00:08.6,,,,,8633.333333,DO_NOT_USE
00:08.7,,,,,8666.666667,DO_NOT_USE
00:08.7,,,,,8700,DO_NOT_USE
00:08.7,,,,,8733.333333,DO_NOT_USE
00:08.8,,,,,8766.666667,DO_NOT_USE
00:08.8,,,,,8800,DO_NOT_USE
00:08.8,,,,,8833.333333,DO_NOT_USE
00:08.9,,,,,8866.666667,DO_NOT_USE
00:08.9,,,,,8900,DO_NOT_USE
00:08.9,,,,,8933.333333,DO_NOT_USE
00:09.0,,,,,8966.666667,DO_NOT_USE
00:09.0,,,,,9000,DO_NOT_USE
00:09.0,,,,,9033.333333,DO_NOT_USE
00:09.1,,,,,9066.666667,DO_NOT_USE
00:09.1,,,,,9100,DO_NOT_USE
00:09.1,,,,,9133.333333,DO_NOT_USE
00:09.2,,,,,9166.666667,DO_NOT_USE
00:09.2,,,,,9200,DO_NOT_USE
00:09.2,,,,,9233.333333,DO_NOT_USE
00:09.3,,,,,9266.666667,DO_NOT_USE
00:09.3,,,,,9300,DO_NOT_USE
00:09.3,,,,,9333.333333,DO_NOT_USE
00:09.4,,,,,9366.666667,DO_NOT_USE
00:09.4,,,,,9400,DO_NOT_USE
00:09.4,,,,,9433.333333,DO_NOT_USE
00:09.5,,,,,9466.666667,DO_NOT_USE
00:09.5,,,,,9500,DO_NOT_USE
00:09.5,,,,,9533.333333,DO_NOT_USE
00:09.6,,,,,9566.666667,DO_NOT_USE
00:09.6,,,,,9600,DO_NOT_USE
00:09.6,,,,,9633.333333,DO_NOT_USE
00:09.7,,,,,9666.666667,DO_NOT_USE
00:09.7,,,,,9700,DO_NOT_USE
00:09.7,,,,,9733.333333,DO_NOT_USE
00:09.8,,,,,9766.666667,DO_NOT_USE
00:09.8,,,,,9800,DO_NOT_USE
00:09.8,,,,,9833.333333,DO_NOT_USE
00:09.9,,,,,9866.666667,DO_NOT_USE
00:09.9,,,,,9900,DO_NOT_USE
00:09.9,,,,,9933.333333,DO_NOT_USE
00:10.0,,,,,9966.666667,DO_NOT_USE
00:10.0,,,,,10000,DO_NOT_USE
00:10.0,,,,,10033.33333,DO_NOT_USE
00:10.1,,,,,10066.66667,DO_NOT_USE
00:10.1,,,,,10100,DO_NOT_USE
00:10.1,,,,,10133.33333,DO_NOT_USE
00:10.2,,,,,10166.66667,DO_NOT_USE
00:10.2,,,,,10200,DO_NOT_USE
00:10.2,,,,,10233.33333,DO_NOT_USE
00:10.3,,,,,10266.66667,DO_NOT_USE
00:10.3,,,,,10300,DO_NOT_USE
00:10.3,,,,,10333.33333,DO_NOT_USE
00:10.4,,,,,10366.66667,DO_NOT_USE
00:10.4,,,,,10400,DO_NOT_USE
00:10.4,,,,,10433.33333,DO_NOT_USE
00:10.5,,,,,10466.66667,DO_NOT_USE
00:10.5,,,,,10500,DO_NOT_USE
00:10.5,,,,,10533.33333,DO_NOT_USE
00:10.6,,,,,10566.66667,DO_NOT_USE
00:10.6,,,,,10600,DO_NOT_USE
00:10.6,,,,,10633.33333,DO_NOT_USE
00:10.7,,,,,10666.66667,DO_NOT_USE
00:10.7,,,,,10700,DO_NOT_USE
00:10.7,,,,,10733.33333,DO_NOT_USE
00:10.8,,,,,10766.66667,DO_NOT_USE
00:10.8,,,,,10800,DO_NOT_USE
00:10.8,,,,,10833.33333,DO_NOT_USE
00:10.9,,,,,10866.66667,DO_NOT_USE
00:10.9,,,,,10900,DO_NOT_USE
00:10.9,,,,,10933.33333,DO_NOT_USE
00:11.0,,,,,10966.66667,DO_NOT_USE
00:11.0,,,,,11000,DO_NOT_USE
00:11.0,,,,,11033.33333,DO_NOT_USE
00:11.1,,,,,11066.66667,DO_NOT_USE
00:11.1,,,,,11100,DO_NOT_USE
00:11.1,,,,,11133.33333,DO_NOT_USE
00:11.2,,,,,11166.66667,DO_NOT_USE
00:11.2,,,,,11200,DO_NOT_USE
00:11.2,,,,,11233.33333,DO_NOT_USE
00:11.3,,,,,11266.66667,DO_NOT_USE
00:11.3,,,,,11300,DO_NOT_USE
00:11.3,,,,,11333.33333,DO_NOT_USE
00:11.4,,,,,11366.66667,DO_NOT_USE
00:11.4,,,,,11400,DO_NOT_USE
00:11.4,,,,,11433.33333,DO_NOT_USE
00:11.5,,,,,11466.66667,DO_NOT_USE
00:11.5,,,,,11500,DO_NOT_USE
00:11.5,,,,,11533.33333,DO_NOT_USE
00:11.6,,,,,11566.66667,DO_NOT_USE
00:11.6,,,,,11600,DO_NOT_USE
00:11.6,,,,,11633.33333,DO_NOT_USE
00:11.7,,,,,11666.66667,DO_NOT_USE
00:11.7,,,,,11700,DO_NOT_USE
00:11.7,,,,,11733.33333,DO_NOT_USE
00:11.8,,,,,11766.66667,DO_NOT_USE
00:11.8,,,,,11800,DO_NOT_USE
00:11.8,,,,,11833.33333,DO_NOT_USE
00:11.9,,,,,11866.66667,DO_NOT_USE
00:11.9,,,,,11900,DO_NOT_USE
00:11.9,,,,,11933.33333,DO_NOT_USE
00:12.0,,,,,11966.66667,DO_NOT_USE
00:12.0,,,,,12000,DO_NOT_USE
00:12.0,,,,,12033.33333,DO_NOT_USE
00:12.1,,,,,12066.66667,DO_NOT_USE
00:12.1,,,,,12100,DO_NOT_USE
00:12.1,,,,,12133.33333,DO_NOT_USE
00:12.2,,,,,12166.66667,DO_NOT_USE
00:12.2,,,,,12200,DO_NOT_USE
00:12.2,,,,,12233.33333,DO_NOT_USE
00:12.3,,,,,12266.66667,DO_NOT_USE
00:12.3,,,,,12300,DO_NOT_USE
00:12.3,,,,,12333.33333,DO_NOT_USE
00:12.4,,,,,12366.66667,DO_NOT_USE
00:12.4,,,,,12400,DO_NOT_USE
00:12.4,,,,,12433.33333,DO_NOT_USE
00:12.5,,,,,12466.66667,DO_NOT_USE
00:12.5,,,,,12500,DO_NOT_USE
00:12.5,,,,,12533.33333,DO_NOT_USE
00:12.6,,,,,12566.66667,DO_NOT_USE
00:12.6,,,,,12600,DO_NOT_USE
00:12.6,,,,,12633.33333,DO_NOT_USE
00:12.7,,,,,12666.66667,DO_NOT_USE
00:12.7,,,,,12700,DO_NOT_USE
00:12.7,,,,,12733.33333,DO_NOT_USE
00:12.8,,,,,12766.66667,DO_NOT_USE
00:12.8,,,,,12800,DO_NOT_USE
00:12.8,,,,,12833.33333,DO_NOT_USE
00:12.9,,,,,12866.66667,DO_NOT_USE
00:12.9,,,,,12900,DO_NOT_USE
00:12.9,,,,,12933.33333,DO_NOT_USE
00:13.0,,,,,12966.66667,DO_NOT_USE
00:13.0,,,,,13000,DO_NOT_USE
00:13.0,,,,,13033.33333,DO_NOT_USE
00:13.1,,,,,13066.66667,DO_NOT_USE
00:13.1,,,,,13100,DO_NOT_USE
00:13.1,,,,,13133.33333,DO_NOT_USE
00:13.2,,,,,13166.66667,DO_NOT_USE
00:13.2,,,,,13200,DO_NOT_USE
00:13.2,,,,,13233.33333,DO_NOT_USE
00:13.3,,,,,13266.66667,DO_NOT_USE
00:13.3,,,,,13300,DO_NOT_USE
00:13.3,,,,,13333.33333,DO_NOT_USE
00:13.4,,,,,13366.66667,DO_NOT_USE
00:13.4,,,,,13400,DO_NOT_USE
00:13.4,,,,,13433.33333,DO_NOT_USE
00:13.5,,,,,13466.66667,DO_NOT_USE
00:13.5,,,,,13500,DO_NOT_USE
00:13.5,,,,,13533.33333,DO_NOT_USE
00:13.6,,,,,13566.66667,DO_NOT_USE
00:13.6,,,,,13600,DO_NOT_USE
00:13.6,,,,,13633.33333,DO_NOT_USE
00:13.7,,,,,13666.66667,DO_NOT_USE
00:13.7,,,,,13700,DO_NOT_USE
00:13.7,,,,,13733.33333,DO_NOT_USE
00:13.8,,,,,13766.66667,DO_NOT_USE
00:13.8,,,,,13800,DO_NOT_USE
00:13.8,,,,,13833.33333,DO_NOT_USE
00:13.9,,,,,13866.66667,DO_NOT_USE
00:13.9,,,,,13900,DO_NOT_USE
00:13.9,,,,,13933.33333,DO_NOT_USE
00:14.0,,,,,13966.66667,DO_NOT_USE
00:14.0,,,,,14000,DO_NOT_USE
00:14.0,,,,,14033.33333,DO_NOT_USE
00:14.1,,,,,14066.66667,DO_NOT_USE
00:14.1,,,,,14100,DO_NOT_USE
00:14.1,,,,,14133.33333,DO_NOT_USE
00:14.2,,,,,14166.66667,DO_NOT_USE
00:14.2,,,,,14200,DO_NOT_USE
00:14.2,,,,,14233.33333,DO_NOT_USE
00:14.3,,,,,14266.66667,DO_NOT_USE
00:14.3,,,,,14300,DO_NOT_USE
00:14.3,,,,,14333.33333,DO_NOT_USE
00:14.4,,,,,14366.66667,DO_NOT_USE
00:14.4,,,,,14400,DO_NOT_USE
00:14.4,,,,,14433.33333,DO_NOT_USE
00:14.5,,,,,14466.66667,DO_NOT_USE
00:14.5,,,,,14500,DO_NOT_USE
00:14.5,,,,,14533.33333,DO_NOT_USE
00:14.6,,,,,14566.66667,DO_NOT_USE
00:14.6,,,,,14600,DO_NOT_USE
00:14.6,,,,,14633.33333,DO_NOT_USE
00:14.7,,,,,14666.66667,DO_NOT_USE
00:14.7,,,,,14700,DO_NOT_USE
00:14.7,,,,,14733.33333,DO_NOT_USE
00:14.8,,,,,14766.66667,DO_NOT_USE
00:14.8,,,,,14800,DO_NOT_USE
00:14.8,,,,,14833.33333,DO_NOT_USE
00:14.9,,,,,14866.66667,DO_NOT_USE
00:14.9,,,,,14900,DO_NOT_USE
00:14.9,,,,,14933.33333,DO_NOT_USE
00:15.0,,,,,14966.66667,DO_NOT_USE
00:15.0,,,,,15000,DO_NOT_USE
00:15.0,,,,,15033.33333,DO_NOT_USE
00:15.1,,,,,15066.66667,DO_NOT_USE
00:15.1,,,,,15100,DO_NOT_USE
00:15.1,,,,,15133.33333,DO_NOT_USE
00:15.2,,,,,15166.66667,DO_NOT_USE
00:15.2,,,,,15200,DO_NOT_USE
00:15.2,,,,,15233.33333,DO_NOT_USE
00:15.3,,,,,15266.66667,DO_NOT_USE
00:15.3,,,,,15300,DO_NOT_USE
00:15.3,,,,,15333.33333,DO_NOT_USE
00:15.4,,,,,15366.66667,DO_NOT_USE
00:15.4,,,,,15400,DO_NOT_USE
00:15.4,,,,,15433.33333,DO_NOT_USE
00:15.5,,,,,15466.66667,DO_NOT_USE
00:15.5,,,,,15500,DO_NOT_USE
00:15.5,,,,,15533.33333,DO_NOT_USE
00:15.6,,,,,15566.66667,DO_NOT_USE
00:15.6,,,,,15600,DO_NOT_USE
00:15.6,,,,,15633.33333,DO_NOT_USE
00:15.7,,,,,15666.66667,DO_NOT_USE
00:15.7,,,,,15700,DO_NOT_USE
00:15.7,,,,,15733.33333,DO_NOT_USE
00:15.8,,,,,15766.66667,DO_NOT_USE
00:15.8,,,,,15800,DO_NOT_USE
00:15.8,,,,,15833.33333,DO_NOT_USE
00:15.9,,,,,15866.66667,DO_NOT_USE
00:15.9,,,,,15900,DO_NOT_USE
00:15.9,,,,,15933.33333,DO_NOT_USE
00:16.0,,,,,15966.66667,DO_NOT_USE
00:16.0,,,,,16000,DO_NOT_USE
00:16.0,,,,,16033.33333,DO_NOT_USE
00:16.1,,,,,16066.66667,DO_NOT_USE
00:16.1,,,,,16100,DO_NOT_USE
00:16.1,,,,,16133.33333,DO_NOT_USE
00:16.2,,,,,16166.66667,DO_NOT_USE
00:16.2,,,,,16200,DO_NOT_USE
00:16.2,,,,,16233.33333,DO_NOT_USE
00:16.3,,,,,16266.66667,DO_NOT_USE
00:16.3,,,,,16300,DO_NOT_USE
00:16.3,,,,,16333.33333,DO_NOT_USE
00:16.4,,,,,16366.66667,DO_NOT_USE
00:16.4,,,,,16400,DO_NOT_USE
00:16.4,,,,,16433.33333,DO_NOT_USE
00:16.5,,,,,16466.66667,DO_NOT_USE
00:16.5,,,,,16500,DO_NOT_USE
00:16.5,,,,,16533.33333,DO_NOT_USE
00:16.6,,,,,16566.66667,DO_NOT_USE
00:16.6,,,,,16600,DO_NOT_USE
00:16.6,,,,,16633.33333,DO_NOT_USE
00:16.7,,,,,16666.66667,DO_NOT_USE
00:16.7,,,,,16700,DO_NOT_USE
00:16.7,,,,,16733.33333,DO_NOT_USE
00:16.8,,,,,16766.66667,DO_NOT_USE
00:16.8,,,,,16800,DO_NOT_USE
00:16.8,,,,,16833.33333,DO_NOT_USE
00:16.9,,,,,16866.66667,DO_NOT_USE
00:16.9,,,,,16900,DO_NOT_USE
00:16.9,,,,,16933.33333,DO_NOT_USE
00:17.0,,,,,16966.66667,DO_NOT_USE
00:17.0,,,,,17000,DO_NOT_USE
00:17.0,,,,,17033.33333,DO_NOT_USE
00:17.1,,,,,17066.66667,DO_NOT_USE
00:17.1,,,,,17100,DO_NOT_USE
00:17.1,,,,,17133.33333,DO_NOT_USE
00:17.2,,,,,17166.66667,DO_NOT_USE
00:17.2,,,,,17200,DO_NOT_USE
00:17.2,,,,,17233.33333,DO_NOT_USE
00:17.3,,,,,17266.66667,DO_NOT_USE
00:17.3,,,,,17300,DO_NOT_USE
00:17.3,,,,,17333.33333,DO_NOT_USE
00:17.4,,,,,17366.66667,DO_NOT_USE
00:17.4,,,,,17400,DO_NOT_USE
00:17.4,,,,,17433.33333,DO_NOT_USE
00:17.5,,,,,17466.66667,DO_NOT_USE
00:17.5,,,,,17500,DO_NOT_USE
00:17.5,,,,,17533.33333,DO_NOT_USE
00:17.6,,,,,17566.66667,DO_NOT_USE
00:17.6,,,,,17600,DO_NOT_USE
00:17.6,,,,,17633.33333,DO_NOT_USE
00:17.7,,,,,17666.66667,DO_NOT_USE
00:17.7,,,,,17700,DO_NOT_USE
00:17.7,,,,,17733.33333,DO_NOT_USE
00:17.8,,,,,17766.66667,DO_NOT_USE
00:17.8,,,,,17800,DO_NOT_USE
00:17.8,,,,,17833.33333,DO_NOT_USE
00:17.9,,,,,17866.66667,DO_NOT_USE
00:17.9,,,,,17900,DO_NOT_USE
00:17.9,,,,,17933.33333,DO_NOT_USE
00:18.0,,,,,17966.66667,DO_NOT_USE
00:18.0,,,,,18000,DO_NOT_USE
00:18.0,,,,,18033.33333,DO_NOT_USE
00:18.1,,,,,18066.66667,DO_NOT_USE
00:18.1,,,,,18100,DO_NOT_USE
00:18.1,,,,,18133.33333,DO_NOT_USE
00:18.2,,,,,18166.66667,DO_NOT_USE
00:18.2,,,,,18200,DO_NOT_USE
00:18.2,,,,,18233.33333,DO_NOT_USE
00:18.3,,,,,18266.66667,DO_NOT_USE
00:18.3,,,,,18300,DO_NOT_USE
00:18.3,,,,,18333.33333,DO_NOT_USE
00:18.4,,,,,18366.66667,DO_NOT_USE
00:18.4,,,,,18400,DO_NOT_USE
00:18.4,,,,,18433.33333,DO_NOT_USE
00:18.5,,,,,18466.66667,DO_NOT_USE
00:18.5,,,,,18500,DO_NOT_USE
00:18.5,,,,,18533.33333,DO_NOT_USE
00:18.6,,,,,18566.66667,DO_NOT_USE
